event,sentence
"('Wright,Dorell', 'pts', '14')","Holiday had STAT and 11 assists, and PLAYER_FIRST PLAYER_LAST scored STAT points for the revamped Sixers."
"('Holiday,Jrue', 'pts', '14')","PLAYER_LAST had STAT and 11 assists, and Dorell Wright scored STAT points for the revamped Sixers."
"('Holiday,Jrue', 'ast', '11')","PLAYER_LAST had _STAT_ and STAT assists, and Dorell Wright scored _STAT_ for the revamped Sixers."
"('Holiday,Jrue', 'pts', '14')","PLAYER_LAST had STAT and 11 assists, and Dorell Wright scored STAT points for the revamped Sixers."
"('Iguodala,Andre', 'pts', '11')",PLAYER_FIRST PLAYER_LAST scored STAT points in his first game since the Sixers traded him to Denver in the four team deal that netted them Bynum.
"('DEN', 'fg3', '4')",Andre Iguodala scored _STAT_ in his first game since the Sixers traded him to Denver in the four team deal that netted them Bynum.
"('Lawson,Ty', 'pts', '16')","PLAYER_LAST led Denver with STAT points in his first game since signing a $48 million, four year extension."
"('Hawes,Spencer', 'fg3', '2')","PLAYER_LAST then stuffed a driving Lawson, was fouled, and made STAT free throws to stretch it back to six in a matter of seconds."
"('Hawes,Spencer', 'ft', '2')","PLAYER_LAST then stuffed a driving Lawson, was fouled, and made STAT free throws to stretch it back to six in a matter of seconds."
"('Hawes,Spencer', 'fg', '6')","PLAYER_LAST then stuffed a driving Lawson, was fouled, and made two free throws to stretch it back to STAT in a matter of seconds."
"('DEN', 'fg3', '4')","Lawson led Denver with _STAT_ in his first game since signing a $48 million, four year extension."
"('Stuckey,Rodney', 'fg', '1')",PLAYER_LAST went STAT for 10 from the field.
"('Parsons,Chandler', 'fg', '3')","Detroit led only 85 83 after consecutive STAT pointers by Delfino, then a layup by PLAYER_FIRST PLAYER_LAST tied it."
"('Jerebko,Jonas', 'fg', '2')"," A dunk by Detroit's PLAYER_FIRST PLAYER_LAST cut the lead to STAT, but Delfino made STAT more 3 pointers to make it 97 89."
"('Lin,Jeremy', 'pts', '12')"," PLAYER_FIRST Lin, Houston's other big acquisition, had STAT points and eight assists."
"('Lin,Jeremy', 'ast', '8')"," PLAYER_FIRST Lin, Houston's other big acquisition, had STAT assists."
"('Knight,Brandon', 'pts', '15')",PLAYER_FIRST PLAYER_LAST led Detroit with STAT points.
"('Thornton,Marcus', 'pts', '15')","The Kings, who are trying to make a jump after six straight losing seasons, got STAT points from PLAYER_FIRST PLAYER_LAST and 14 from DePLAYER_FIRST Cousins."
"('Gibson,Taj', 'pts', '4')"," It was a winning night all around for Chicago, with PLAYER_FIRST PLAYER_LAST agreeing to a STAT year, $38 million extension just before the deadline."
"('Cousins,DeMarcus', 'pts', '14')","The Kings, who are trying to make a jump after six straight losing seasons, got _STAT_ points from Marcus Thornton and STAT from PLAYER_FIRST Cousins."
"('Evans,Tyreke', 'fg3', '1')","A basket by Sacramento's PLAYER_FIRST PLAYER_LAST (21 points) cut it to 86 83 with 41.2 seconds left, but Deng hit STAT of _STAT_ free throws."
"('Deng,Luol', 'ft', '1')"," seconds left, but PLAYER_LAST hit STAT of _STAT_ free throws."
"('Boozer,Carlos', 'pts', '18')","Richard Hamilton added 19 points, while PLAYER_FIRST PLAYER_LAST chipped in with STAT points and eight rebounds."
"('Boozer,Carlos', 'fg', '8')",Richard Hamilton added 19 while PLAYER_FIRST PLAYER_LAST chipped in with STAT rebounds.
"('Boozer,Carlos', 'trb', '8')",Richard Hamilton added 19 while PLAYER_FIRST PLAYER_LAST chipped in with STAT rebounds.
"('Noah,Joakim', 'orb', '5')"," Along with the rebounds, PLAYER_LAST set a career high with STAT steals."
"('Noah,Joakim', 'stl', '5')"," Along with the rebounds, PLAYER_LAST set a career high with STAT steals."
"('SAC', 'fg3', '6')","The Kings, who are trying to make a jump after six straight losing seasons, got _STAT_ from Marcus Thornton and 14 from DeMarcus Cousins."
"('Hamilton,Richard', 'pts', '19')","PLAYER_FIRST PLAYER_LAST added STAT points, while Carlos Boozer chipped in with _STAT_ points and eight rebounds."
"('Parker,Tony', 'pts', '23')"," Duncan scored _STAT_ points and PLAYER_LAST added STAT for the Spurs, who trailed 91 87 after Davis hit two free throws with 2:42 remaining."
"('Aminu,Al-Farouq', 'pts', '17')",PLAYER_LAST finished with STAT points and had a couple of highlight reel dunks.
"('Rivers,Austin', 'fg', '1')","PLAYER_LAST struggled in his debut, going STAT of 9 from the field and finishing with just seven points."
"('Rivers,Austin', 'pts', '7')","PLAYER_LAST struggled in his debut, going 1 of 9 from the field and finishing with just STAT points."
"('Duncan,Tim', 'pts', '24')"," PLAYER_LAST scored STAT points and Parker added 23 for the Spurs, who trailed 91 87 after Davis hit two free throws with 2:42 remaining."
"('Jefferson,Al', 'trb', '14')",PLAYER_FIRST PLAYER_LAST also had a double double with STAT rebounds and 12 points.
"('Jefferson,Al', 'pts', '12')",PLAYER_FIRST PLAYER_LAST also had a double double with _STAT_ rebounds and STAT points.
"('Williams,Mo', 'fg', '7')","""I just told the guys to stay the course,"" PLAYER_FIRST PLAYER_LAST after the Jazz opened 1 of STAT from beyond the arc."
"('Jefferson,Al', 'fg3', '0')", It didn't help that Dallas continued to play without 11 time All Star forward Dirk Nowitzki and 7 STAT center Chris Kaman.
"('Mayo,O.J.', 'pts', '12')",PLAYER_LAST and Vince Carter had STAT points apiece.
"('Millsap,Paul', 'trb', '15')", PLAYER_FIRST PLAYER_LAST added STAT rebounds and _STAT_ for Utah.
"('Millsap,Paul', 'pts', '13')", PLAYER_FIRST PLAYER_LAST added _STAT_ rebounds and STAT points for Utah.
"('Wright,Brandan', 'pts', '15')"," PLAYER_FIRST PLAYER_LAST added STAT points on 7 of 8 shooting for the Mavs (1 1), while O.J."
"('Wright,Brandan', 'fg', '7')"," PLAYER_FIRST PLAYER_LAST added _STAT_ on STAT of 8 shooting for the Mavs (1 1), while O.J."
"('UTA', 'trb', '61')",The Jazz held a 44 30 advantage on in the paint and 61 40 edge in rebounds.
"('Williams,Marvin', 'fg', '7')","""I just told the guys to stay the course,"" Mo PLAYER_LAST after the Jazz opened 1 of STAT from beyond the arc."
"('Carter,Vince', 'pts', '12')",Mayo and PLAYER_FIRST PLAYER_LAST had STAT points apiece.
"('DAL', 'fg3', '11')", It didn't help that Dallas continued to play without 11 time All Star forward Dirk Nowitzki and 7 0 center Chris Kaman.
"('Landry,Carl', 'pts', '17')","Landry's dunk put Golden State ahead 85 84, then his STAT footer put the Warriors ahead 87 84 with 54 seconds to go."
"('GSW', 'pts', '87')","Landry's dunk put Golden State ahead 85 84, then his 17 footer put the Warriors ahead 87 84 with 54 seconds to go."
"('Thompson,Klay', 'pts', '16')",PLAYER_FIRST PLAYER_LAST was the only Warriors starter in double figures with STAT points.
"('PHO', 'fg3', '4')",The Warriors outscored the Suns 17 4 to start the second quarter to go up by 17 points.
"('Dragic,Goran', 'pts', '17')",PLAYER_FIRST PLAYER_LAST had STAT points and Luis Scola added _STAT_ points and _STAT_ rebounds for Phoenix.
"('PHO', 'orb', '11')",Goran Dragic had Luis Scola added _STAT_ rebounds for Phoenix.
"('Telfair,Sebastian', 'fg3', '0')"," PLAYER_FIRST Telfair's 3 point attempt for Phoenix came after the buzzer, and misfired anyway."
"('Scola,Luis', 'pts', '15')",Goran Dragic had _STAT_ points and PLAYER_FIRST PLAYER_LAST added STAT points and _STAT_ rebounds for Phoenix.
"('Scola,Luis', 'trb', '11')",Goran Dragic had PLAYER_FIRST PLAYER_LAST added STAT rebounds for Phoenix.
"('Dudley,Jared', 'fg3', '1')",PLAYER_FIRST PLAYER_LAST made STAT of two free throws to boost the lead to 64 62 with 2:18 left in the quarter.
"('Dudley,Jared', 'ft', '2')",PLAYER_FIRST PLAYER_LAST made one of STAT free throws to boost the lead to 64 62 with 2:18 left in the quarter.
"('Rush,Brandon', 'pts', '14')","PLAYER_FIRST PLAYER_LAST added STAT points for Golden State, all in the first half."
"('MEM', 'fg3', '2')","The Grizzlies are 2 16 on opening night, 0 12 since the franchise shifted from Vancouver to Memphis in 2001."
"('Paul,Chris', 'pts', '12')"," Blake Griffin and PLAYER_FIRST Paul, who had STAT assists, were among six Clippers to score in double figures."
"('Paul,Chris', 'ast', '12')"," Blake Griffin and PLAYER_FIRST Paul, who had STAT assists, were among six Clippers to score in double figures."
"('Batum,Nicolas', 'fg3', '3')",PLAYER_LAST had a STAT pointer to make it 108 94 as the game slipped out of reach for the Lakers.
"('Pavlovic,Sasha', 'fg', '3')",PLAYER_FIRST Pavlovic's STAT pointer gave the Blazers an 88 76 lead just before Howard was called for his fourth foul.
"('Howard,Dwight', 'pts', '33')","""We've got to learn how to play together,"" said Howard, who had STAT points and _STAT_ rebounds in the loss to Portland."
"('Howard,Dwight', 'trb', '14')","""We've got to learn how to play together,"" said Howard, who had STAT rebounds in the loss to Portland."
"('Durant,Kevin', 'trb', '14')",PLAYER_LAST also had STAT rebounds.
"('Duncan,Tim', 'pts', '20')",PLAYER_FIRST PLAYER_LAST led the Spurs with STAT points and eight rebounds.
"('Duncan,Tim', 'fg', '8')",PLAYER_FIRST PLAYER_LAST led the Spurs with STAT rebounds.
"('Duncan,Tim', 'trb', '8')",PLAYER_FIRST PLAYER_LAST led the Spurs with STAT rebounds.
"('Martin,Kevin', 'pts', '15')", PLAYER_LAST had STAT points and was Oklahoma City's only bench player in double figures.
"('Parker,Tony', 'fg', '6')","""I was like, I have to shoot fast,"" PLAYER_LAST said about eluding the outstretched arm of the STAT foot 10 Ibaka."
"('Sessions,Ramon', 'pts', '11')","Gerald Henderson added _STAT_ points for the Bobcats and PLAYER_FIRST PLAYER_LAST chipped in STAT points, including a big 3 pointer early in the fourth quarter."
"('Sessions,Ramon', 'fg', '3')",Gerald Henderson added _STAT_ for the Bobcats and PLAYER_FIRST PLAYER_LAST chipped in 11 including a big STAT pointer early in the fourth quarter.
"('Green,Gerald', 'fg', '3')",PLAYER_FIRST Henderson added _STAT_ for the Bobcats and Ramon Sessions chipped in 11 including a big STAT pointer early in the fourth quarter.
"('Hansbrough,Tyler', 'pts', '15')",PLAYER_FIRST PLAYER_LAST and Lance Stephenson led the Pacers with STAT points each.
"('Henderson,Gerald', 'pts', '18')","PLAYER_FIRST PLAYER_LAST added STAT points for the Bobcats and Ramon Sessions chipped in 11 points, including a big 3 pointer early in the fourth quarter."
"('Walker,Kemba', 'ft', '9')"," PLAYER_LAST also drew contact along the way, making STAT of _STAT_ free throws, an area where the Pacers struggled all game."
"('Walker,Kemba', 'fg', '10')"," PLAYER_LAST also drew contact along the way, making 9 of STAT free throws, an area where the Pacers struggled all game."
"('Stephenson,Lance', 'pts', '15')",Tyler Hansbrough and PLAYER_FIRST PLAYER_LAST led the Pacers with STAT points each.
"('Redick,J.J.', 'pts', '21')","Redick's STAT points off the bench, the Magic sprinted out to an early lead and held off the Denver Nuggets 102 89 on Friday night."
"('Gallinari,Danilo', 'pts', '23')","PLAYER_FIRST PLAYER_LAST led the Nuggets with STAT points, with Ty Lawson chipping in 12."
"('DEN', 'pts', '89')","Redick's _STAT_ points off the bench, the Magic sprinted out to an early lead and held off the Denver Nuggets 102 89 on Friday night."
"('ORL', 'pts', '102')","Redick's _STAT_ points off the bench, the Magic sprinted out to an early lead and held off the Denver Nuggets 102 89 on Friday night."
"('Davis,Glen', 'pts', '29')","Buoyed by PLAYER_FIRST Davis' STAT points and 10 rebounds, and J.J."
"('Davis,Glen', 'trb', '10')","Buoyed by PLAYER_FIRST Davis' STAT rebounds, and J.J."
"('Jennings,Brandon', 'pts', '21')","PLAYER_LAST had STAT points, _STAT_ assists and six steals."
"('Jennings,Brandon', 'ast', '13')",PLAYER_LAST had 21 STAT assists and six steals.
"('Jennings,Brandon', 'stl', '6')",PLAYER_LAST had 21 _STAT_ assists and STAT steals.
"('Ilyasova,Ersan', 'trb', '11')","Led by Ilyasova's STAT rebounds, the Bucks held a 51 41 advantage on the boards."
"('Garnett,Kevin', 'pts', '15')", Boston was led by PLAYER_FIRST PLAYER_LAST with STAT points and Rajon Rondo had _STAT_ points and 11 assists.
"('Harris,Tobias', 'pts', '18')",PLAYER_FIRST PLAYER_LAST scored STAT points for Milwaukee and Ellis had 14.
"('Rondo,Rajon', 'pts', '14')", Boston was led by Kevin Garnett with _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT points and 11 assists.
"('Rondo,Rajon', 'ast', '11')", Boston was led by Kevin Garnett with PLAYER_FIRST PLAYER_LAST had STAT assists.
"('Sanders,Larry', 'pts', '10')","""We locked down that paint pretty good,"" said PLAYER_FIRST Sanders, who had STAT points and seven rebounds for the Bucks."
"('Sanders,Larry', 'trb', '7')","""We locked down that paint pretty good,"" said PLAYER_FIRST Sanders, who had STAT rebounds for the Bucks."
"('MIL', 'orb', '11')","Led by Ilyasova's 11 rebounds, the Bucks held a 51 41 advantage on the boards."
"('HOU', 'trb', '58')",The Rockets had a 58 36 advantage in rebounds.
"('Lin,Jeremy', 'pts', '21')"," PLAYER_FIRST Lin, who had STAT points, _STAT_ rebounds and seven assists, said Harden makes a ""big time"" difference."
"('Lin,Jeremy', 'trb', '10')"," PLAYER_FIRST Lin, who had 21 STAT rebounds and seven assists, said Harden makes a ""big time"" difference."
"('Lin,Jeremy', 'ast', '7')"," PLAYER_FIRST Lin, who had 21 _STAT_ rebounds and STAT assists, said Harden makes a ""big time"" difference."
"('Harden,James', 'fg3', '2')", PLAYER_LAST said he wasn't focused on his impressive scoring in his first STAT games.
"('Horford,Al', 'fg', '6')", The Hawks traded STAT time All Star Joe Johnson to the Brooklyn Nets in July for five players and a draft pick.
"('Harden,James', 'trb', '7')"," Jeremy Lin, who had 21 _STAT_ rebounds and STAT assists, said PLAYER_LAST makes a ""big time"" difference."
"('Stevenson,DeShawn', 'pts', '12')","PLAYER_LAST had STAT points on four 3 pointers, including one at the buzzer to end the first half."
"('Stevenson,DeShawn', 'fg', '4')","PLAYER_LAST had _STAT_ on STAT 3 pointers, including one at the buzzer to end the first half."
"('Stevenson,DeShawn', 'fg3', '4')","PLAYER_LAST had _STAT_ on STAT 3 pointers, including one at the buzzer to end the first half."
"('Morris,Marcus', 'pts', '17')", PLAYER_FIRST PLAYER_LAST had STAT points for Houston.
"('Asik,Omer', 'trb', '19')","Rockets center PLAYER_FIRST PLAYER_LAST had a career high STAT rebounds but did not score, missing seven shots from the field."
"('ATL', 'fg', '40')","Harden is the first player to score _STAT_ against Atlanta since LeBron James had _STAT_ on March 18, 2011."
"('Teague,Jeff', 'pts', '14')",PLAYER_LAST had STAT points and seven assists and Horford had STAT points.
"('Teague,Jeff', 'ast', '7')",PLAYER_LAST had STAT assists and Horford had _STAT_ points.
"('Teague,Jeff', 'pts', '14')",PLAYER_LAST had STAT points and seven assists and Horford had STAT points.
"('ATL', 'fg3', '7')",Johnson averaged more than _STAT_ in five of his seven seasons as Atlanta's top player.
"('Williams,Lou', 'pts', '22')",PLAYER_FIRST PLAYER_LAST led the Hawks with STAT points in his Atlanta debut.
"('Harden,James', 'fg', '14')",PLAYER_LAST was STAT of 19 from the field and 15 of 17 from the free throw line.
"('Harden,James', 'ft', '15')",PLAYER_LAST was 14 of 19 from the field and STAT of 17 from the free throw line.
"('Horford,Al', 'pts', '14')",Teague had STAT points and seven assists and PLAYER_LAST had STAT points.
"('Horford,Al', 'pts', '14')",Teague had STAT points and seven assists and PLAYER_LAST had STAT points.
"('Smith,Josh', 'pts', '18')",PLAYER_FIRST PLAYER_LAST had STAT points and 10 rebounds.
"('Smith,Josh', 'trb', '10')",PLAYER_FIRST PLAYER_LAST had STAT rebounds.
"('Boozer,Carlos', 'pts', '19')",Richard Hamilton and PLAYER_FIRST PLAYER_LAST each scored STAT points to pace a balanced attack.
"('Hamilton,Richard', 'pts', '19')",PLAYER_FIRST PLAYER_LAST and Carlos Boozer each scored STAT points to pace a balanced attack.
"('Deng,Luol', 'pts', '14')","PLAYER_FIRST PLAYER_LAST added STAT points for the Bulls, who begin a five game homestand Saturday against New Orleans."
"('Deng,Luol', 'fg', '5')","PLAYER_FIRST PLAYER_LAST added _STAT_ for the Bulls, who begin a STAT game homestand Saturday against New Orleans."
"('CHI', 'fg3', '4')",Chicago has won the last four games by an average margin of 30.2 points.
"('Robinson,Nate', 'pts', '16')","PLAYER_FIRST PLAYER_LAST added STAT points and _STAT_ assists for the Bulls, who led the entire game after Boozer hit a jumper 23 seconds in."
"('Robinson,Nate', 'ast', '12')","PLAYER_FIRST PLAYER_LAST added STAT assists for the Bulls, who led the entire game after Boozer hit a jumper 23 seconds in."
"('CHI', 'pts', '115')","""That's what you call a good, old fashioned butt whipping,"" he said following the Bulls' 115 86 win."
"('Hamilton,Richard', 'pts', '19')"," Hamilton, who is entering his 14th season, scored STAT points in Chicago's season opening win over Sacramento."
"('Boozer,Carlos', 'fg', '7')","Game notes
 PLAYER_LAST also had STAT rebounds and six assists."
"('Boozer,Carlos', 'trb', '7')","Game notes
 PLAYER_LAST also had STAT rebounds and six assists."
"('Boozer,Carlos', 'ast', '6')","Game notes
 PLAYER_LAST also had seven rebounds and STAT assists."
"('CHI', 'fg', '44')","The Bulls shot 63.8 percent from the field for the game, hitting 44 of 69 shots."
"('Irving,Kyrie', 'pts', '15')",PLAYER_FIRST PLAYER_LAST had STAT points but Cleveland shot 32 of 79 from the field (41 percent) and committed 17 turnovers.
"('CLE', 'fg', '32')",Kyrie Irving had _STAT_ but Cleveland shot 32 of 79 from the field (41 percent) and committed 17 turnovers.
"('CLE', 'tov', '17')",Kyrie Irving had _STAT_ but Cleveland shot 32 of 79 from the field (41 percent) and committed 17 turnovers.
"('Zeller,Tyler', 'fg', '3')",Rookie C PLAYER_FIRST PLAYER_LAST picked up STAT fouls in 4 minutes in the first half.
"('James,LeBron', 'pts', '23')","PLAYER_FIRST PLAYER_LAST scored STAT points for the Heat, so impressive in a season opening victory over Boston on Tuesday but never really in this one."
"('Wallace,Rasheed', 'fg', '1')",PLAYER_LAST made STAT with 41 seconds left.
"('Wallace,Rasheed', 'fg3', '1')",PLAYER_LAST made STAT with 41 seconds left.
"('Bosh,Chris', 'pts', '12')","Dwyane Wade, who thought the game should be postponed, finished with _STAT_ points and PLAYER_FIRST PLAYER_LAST had STAT points and 11 rebounds."
"('Bosh,Chris', 'trb', '11')","Dwyane Wade, who thought the game should be postponed, finished with PLAYER_FIRST PLAYER_LAST had STAT rebounds."
"('Anthony,Carmelo', 'fg', '10')",PLAYER_LAST was 1 of 9 in the second after hitting six of STAT shots in the first.
"('NYK', 'fg3', '19')",The Knicks finished 19 of 36 from 3 point range.
"('NYK', 'fg', '36')",The Knicks finished 19 of 36 from 3 point range.
"('Wade,Dwyane', 'pts', '15')","PLAYER_FIRST Wade, who thought the game should be postponed, finished with STAT points and Chris Bosh had _STAT_ points and 11 rebounds."
"('Williams,Mo', 'fg', '6')","Talking before the game, coach Monty PLAYER_LAST would not confirm a report by Yahoo! Sports that Gordon would miss 4 to STAT weeks."
"('Hayward,Gordon', 'fg3', '2')","After a replay reversal gave Utah the ball with 1:10 left, PLAYER_LAST hit one of STAT free throws with 52.4 seconds left."
"('Vasquez,Greivis', 'ft', '3')","After two free throws extended the lead to 86 83, Utah's Paul Millsap drained a STAT pointer to tie it, setting up Vasquez' finish."
"('Foye,Randy', 'pts', '20')", Reserve PLAYER_FIRST PLAYER_LAST had STAT points for Utah while Williams added 16.
"('Hayward,Gordon', 'fg', '4')","Talking before the game, coach Monty Williams would not confirm a report by Yahoo! Sports that PLAYER_FIRST would miss STAT to 6 weeks."
"('UTA', 'fg3', '10')"," Game notes
 The Jazz began a stretch with eight of 10 games on the road after going 11 22 away from home last season."
"('Anderson,Ryan', 'pts', '19')", Robin Lopez and PLAYER_FIRST PLAYER_LAST both had STAT points for the Hornets.
"('UTA', 'pts', '86')","After two free throws extended the lead to 86 83, Utah's Paul Millsap drained a 3 pointer to tie it, setting up Vasquez' finish."
"('Lopez,Robin', 'pts', '19')", PLAYER_FIRST PLAYER_LAST and Ryan Anderson both had STAT points for the Hornets.
"('Collison,Nick', 'pts', '12')","PLAYER_LAST was Oklahoma City's only other player in double figures, with STAT points."
"('Matthews,Wesley', 'pts', '17')",PLAYER_FIRST PLAYER_LAST chipped in STAT points and J.J.
"('Westbrook,Russell', 'fg', '13')","That got us easy points,"" said Westbrook, who was STAT for 24 from the field and had six assists."
"('Westbrook,Russell', 'ast', '6')","That got us easy points,"" said Westbrook, who was 13 for 24 from the field and had STAT assists."
"('Lamb,Jeremy', 'fg', '1')","Rookie PLAYER_FIRST Lamb, STAT of Oklahoma City's acquisitions in the trade for Harden, entered late and hit a 3 pointer for his first NBA points."
"('Lamb,Jeremy', 'fg3', '1')","Rookie PLAYER_FIRST Lamb, STAT of Oklahoma City's acquisitions in the trade for Harden, entered late and hit a 3 pointer for his first NBA points."
"('Lamb,Jeremy', 'pts', '3')","Rookie PLAYER_FIRST Lamb, one of Oklahoma City's acquisitions in the trade for Harden, entered late and hit a STAT pointer for his first NBA points."
"('Hickson,J.J.', 'pts', '14')","PLAYER_LAST contributed STAT points and 12 rebounds, seven on the offensive end, for Portland."
"('Hickson,J.J.', 'trb', '12')","PLAYER_LAST contributed STAT rebounds, seven on the offensive end, for Portland."
"('Hickson,J.J.', 'orb', '7')","PLAYER_LAST contributed 12 rebounds, STAT on the offensive end, for Portland."
"('Pekovic,Nikola', 'pts', '9')","Giving PLAYER_FIRST PLAYER_LAST a break, he hounded Cousins around the basket and had STAT points, seven rebounds and four blocks in 16 minutes."
"('Cousins,DeMarcus', 'pts', '11')", PLAYER_LAST had just STAT points and four rebounds.
"('Cousins,DeMarcus', 'trb', '4')", PLAYER_LAST had just STAT rebounds.
"('Evans,Tyreke', 'pts', '6')","Evans, who had _STAT_ points and eight rebounds in Sacramento's opener, finished with STAT points on 3 for 14 shooting."
"('Evans,Tyreke', 'fg', '3')","Evans, who had eight rebounds in Sacramento's opener, finished with six on STAT for 14 shooting."
"('Thornton,Marcus', 'pts', '15')","Reserve PLAYER_FIRST PLAYER_LAST had STAT points, but DePLAYER_FIRST Cousins and Tyreke Evans were quiet."
"('SAC', 'fg3', '3')","Evans, who had eight rebounds in Sacramento's opener, finished with six on 3 for 14 shooting."
"('Cousins,DeMarcus', 'trb', '4')","Giving Nikola Pekovic a break, he hounded PLAYER_LAST around the basket and had nine seven rebounds and STAT blocks in 16 minutes."
"('Cunningham,Dante', 'trb', '9')","We have a lot of guys that are just raring to go at any minute,"" said PLAYER_FIRST Cunningham, who grabbed a team high STAT rebounds."
"('Dragic,Goran', 'pts', '15')",Michael Beasley scored _STAT_ points for the Suns and PLAYER_FIRST PLAYER_LAST added STAT points and 10 assists.
"('Dragic,Goran', 'ast', '10')",Michael Beasley scored _STAT_ for the Suns and PLAYER_FIRST PLAYER_LAST added STAT assists.
